Date,Team,Acquired,Relinquised,injury,severity,score
2017-01-25,Blazers,,Ed Davis (a),sprained wrist / left ankle injury ,DTD,1
2017-01-25,Blazers,,Maurice Harkless / Moe Harkless,strained left calf ,DTD,1
2017-01-25,Blazers,,Tim Quarterman,sprained left ankle ,DTD,1
2017-01-25,Grizzlies,,Chandler Parsons,sore left knee ,DTD,1
2017-01-25,Grizzlies,,JaMychal Green,sore left knee ,DTD,1
2017-01-25,Hornets,Brian Roberts,,returned to lineup,,0
2017-01-25,Mavericks,,Deron Williams,sprained left big toe ,DTD,1
2017-01-25,Rockets,,Eric Gordon,sore lower back / back spasms ,DTD,1
2017-01-26,Lakers,,Julius Randle,illness ,DTD,1
2017-01-26,Mavericks,,Dirk Nowitzki,rest ,DTD,1
2017-01-26,Thunder,,Enes Kanter,fractured right arm / hand ,out indefinitely,8
2017-01-27,76ers,Joel Embiid,,returned to lineup,,0
2017-01-27,Cavaliers,Richard Jefferson,,returned to lineup,,0
